x_label,y_label,linqmap_type_label,linqmap_subtype_label,linqmap_type_1,linqmap_subtype_1,pubDate_1,linqmap_city_1,linqmap_street_1,linqmap_roadType_1,linqmap_reportRating_1,linqmap_reliability_1,x_1,y_1,light_rail_1,minutes_since_pub_1,days_since_pub_1,sin_magvar_1,cos_magvar_1,linqmap_type_2,linqmap_subtype_2,pubDate_2,linqmap_city_2,linqmap_street_2,linqmap_roadType_2,linqmap_reportRating_2,linqmap_reliability_2,x_2,y_2,light_rail_2,minutes_since_pub_2,days_since_pub_2,sin_magvar_2,cos_magvar_2,linqmap_type_3,linqmap_subtype_3,pubDate_3,linqmap_city_3,linqmap_street_3,linqmap_roadType_3,linqmap_reportRating_3,linqmap_reliability_3,x_3,y_3,light_rail_3,minutes_since_pub_3,days_since_pub_3,sin_magvar_3,cos_magvar_3,linqmap_type_4,linqmap_subtype_4,pubDate_4,linqmap_city_4,linqmap_street_4,linqmap_roadType_4,linqmap_reportRating_4,linqmap_reliability_4,x_4,y_4,light_rail_4,minutes_since_pub_4,days_since_pub_4,sin_magvar_4,cos_magvar_4
178747.04000000004,666085.1899999995,ROAD_CLOSED,ROAD_CLOSED_EVENT,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-04-22 12:08:20,תל אביב - יפו,שתולים,1,0,10,180774.2199999997,661479.4800000004,0,0.0,22.90604537037037,0.0,1.0,JAM,JAM_MODERATE_TRAFFIC,2022-05-15 09:21:28,תל אביב - יפו,שלבים,2,5,5,177850.1799999997,661859.0199999996,0,31.572,0.0,0.45399049973954675,0.8910065241883679,JAM,JAM_HEAVY_TRAFFIC,2022-05-15 09:32:30,תל אביב - יפו,שטרית,2,5,5,182785.5,668237.4199999999,0,20.53865,0.0,0.8090169943749475,-0.587785252292473,JAM,JAM_HEAVY_TRAFFIC,2022-05-15 09:48:45,תל אביב - יפו,גשר יצחק מודעי,2,5,6,181093.26999999955,665841.4399999995,0,4.288616666666667,0.0,0.984807753012208,-0.1736481776669303
178618.1799999997,665686.4600000009,ROAD_CLOSED,ROAD_CLOSED_EVENT,ROAD_CLOSED,ROAD_CLOSED_EVENT,2021-12-10 12:47:37,תל אביב - יפו,הר ציון,2,0,10,179211.83999999985,663036.8800000008,0,0.0,155.87876533564815,0.0,1.0,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-03-20 09:00:02,תל אביב - יפו,מוזס יהודה ונח,2,0,10,180636.83000000007,664833.2699999996,0,0.0,56.03680939814815,0.0,1.0,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-03-22 16:00:02,תל אביב - יפו,בן יהודה,2,0,10,178578.91999999993,665596.5600000005,0,0.0,53.745142638888886,0.0,1.0,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-03-30 17:20:25,תל אביב - יפו,קפריסין,1,0,10,182658.25999999975,669383.8599999994,0,0.0,45.68932091435185,0.0,1.0
179867.38999999966,661597.5700000003,JAM,JAM_NO_SUBTYPE,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-01-10 14:00:03,תל אביב - יפו,השומרון,2,0,10,179225.83999999985,663041.8200000003,0,0.0,124.8284645949074,0.0,1.0,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-02-03 14:42:06,תל אביב - יפו,שד ירושלים,2,0,10,177424.86000000034,662262.4000000004,0,0.0,100.79926314814814,0.0,1.0,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 09:13:30,תל אביב - יפו,לוי אשכול,2,5,8,180324.33000000007,669064.6699999999,0,39.539,0.0,-0.17364817766693047,-0.984807753012208,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 09:34:46,תל אביב - יפו,שגב,1,5,5,176703.8099999996,662380.6699999999,0,18.27235,0.0,0.9205048534524403,0.39073112848927394
179117.66000000015,663981.2599999998,ROAD_CLOSED,ROAD_CLOSED_NO_SUBTYPE,ROAD_CLOSED,ROAD_CLOSED_EVENT,2021-08-12 14:00:04,תל אביב - יפו,בן סרוק,1,0,10,179694.4400000004,665825.2200000007,0,0.0,275.82845311342595,0.0,1.0,ROAD_CLOSED,ROAD_CLOSED_EVENT,2021-12-12 12:09:18,תל אביב - יפו,nan11,2,0,10,179084.16000000015,663131.1799999997,0,0.0,153.90537434027777,0.0,1.0,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-04-22 12:08:20,תל אביב - יפו,שתולים,1,0,10,180770.2999999998,661493.5800000001,0,0.0,22.906045671296297,0.0,1.0,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 09:50:45,תל אביב - יפו,דרך קיבוץ גלויות,2,5,5,180053.0700000003,661595.6500000004,0,2.289083333333333,0.0,1.0,6.123233995736766e-17
177366.4400000004,661908.0899999999,ROAD_CLOSED,ROAD_CLOSED_EVENT,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-02-03 14:42:06,תל אביב - יפו,שד ירושלים,2,0,10,177321.38999999966,661428.4299999997,0,0.0,100.7992633449074,0.0,1.0,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-02-06 09:05:17,תל אביב - יפו,שד ירושלים,2,0,6,177426.34999999963,662419.4100000001,0,0.0,98.03316380787037,0.0,1.0,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-02-10 11:37:09,תל אביב - יפו,ארלוזורוב,2,0,10,178909.51999999955,666038.7699999996,0,0.0,93.92770081018519,0.0,1.0,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-02-10 11:37:09,תל אביב - יפו,ארלוזורוב,2,0,10,179045.6900000004,665999.7799999993,0,0.0,93.92770083333333,0.0,1.0
177401.2000000002,662045.3599999994,ROAD_CLOSED,ROAD_CLOSED_EVENT,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-02-03 14:42:05,תל אביב - יפו,שד ירושלים,2,0,10,177334.5,661514.4299999997,0,0.0,100.79927496527777,0.0,1.0,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-02-03 14:42:05,תל אביב - יפו,שד ירושלים,2,0,10,177347.7999999998,661625.0600000005,0,0.0,100.79927497685185,0.0,1.0,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-02-03 14:42:06,תל אביב - יפו,שד ירושלים,2,0,6,177434.91000000015,662363.7100000009,0,0.0,100.79926339120371,0.0,1.0,JAM,JAM_MODERATE_TRAFFIC,2022-05-15 09:34:03,תל אביב - יפו,החרש,2,5,6,179777.26999999955,662925.9600000009,0,18.989266666666666,0.0,0.224951054343865,0.9743700647852352
180244.75,664183.7100000009,ROAD_CLOSED,ROAD_CLOSED_EVENT,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-02-03 14:42:06,תל אביב - יפו,שד ירושלים,2,0,6,177413.54000000004,662175.6099999994,0,0.0,100.79926342592593,0.0,1.0,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-02-06 09:05:17,תל אביב - יפו,שד ירושלים,2,0,6,177381.58999999985,662031.7899999991,0,0.0,98.03316390046297,0.0,1.0,JAM,JAM_HEAVY_TRAFFIC,2022-05-15 09:38:14,תל אביב - יפו,קרית שאול,1,5,5,183240.91999999995,670599.0299999993,0,14.806016666666666,0.0,0.37460659341591224,-0.9271838545667873,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 09:50:23,תל אביב - יפו,עולי ציון,2,0,5,177199.8799999999,662258.5899999999,0,2.656,0.0,-0.4848096202463369,0.8746197071393959
182872.4000000004,669542.1799999997,JAM,JAM_STAND_STILL_TRAFFIC,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-03-07 21:14:57,תל אביב - יפו,לוינסקי,17,0,10,178540.1799999997,663026.1099999994,0,0.0,68.52645097222222,0.0,1.0,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-03-07 21:14:58,תל אביב - יפו,לוינסקי,17,0,6,178698.5599999996,663005.4399999995,0,0.0,68.52643943287038,0.0,1.0,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-04-22 12:08:20,תל אביב - יפו,שתולים,1,0,10,180749.91999999995,661572.5,0,0.0,22.906045891203703,0.0,1.0,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 09:34:00,תל אביב - יפו,שינקין,2,5,5,179142.83999999985,663973.5199999996,0,19.039416666666668,0.0,0.9612616959383189,-0.27563735581699905
176901.25999999978,661672.7599999998,ROAD_CLOSED,ROAD_CLOSED_EVENT,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-02-03 14:42:06,תל אביב - יפו,שד ירושלים,2,0,6,177356.33999999985,661702.3200000003,0,0.0,100.79926356481481,0.0,1.0,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-04-22 12:08:20,תל אביב - יפו,שתולים,1,0,6,180770.2999999998,661493.5800000001,0,0.0,22.906046006944443,0.0,1.0,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-15 09:37:16,תל אביב - יפו,נחלת יצחק,2,5,5,181058.50999999975,664684.8599999994,0,15.772916666666667,0.0,-0.9510565162951536,0.30901699437494723,JAM,JAM_HEAVY_TRAFFIC,2022-05-15 09:49:59,תל אביב - יפו,nan15,2,5,5,181118.24000000025,667584.6899999995,0,3.0561833333333333,0.0,-0.9335804264972016,-0.3583679495453007
177395.46999999974,662145.5199999996,ROAD_CLOSED,ROAD_CLOSED_EVENT,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-02-03 14:42:06,תל אביב - יפו,שד ירושלים,2,0,10,177363.59999999963,661768.3800000008,0,0.0,100.79926362268519,0.0,1.0,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-03-07 21:14:58,תל אביב - יפו,לוינסקי,16,0,10,178580.53000000026,663032.5,0,0.0,68.52643954861111,0.0,1.0,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-03-22 16:00:02,תל אביב - יפו,בן יהודה,2,0,10,178693.75,665885.8900000006,0,0.0,53.74514328703704,0.0,1.0,JAM,JAM_NO_SUBTYPE,2022-05-15 09:24:26,תל אביב - יפו,המסגר,2,5,6,179814.16999999993,663114.7799999993,0,28.606366666666666,0.0,0.15643446504023087,0.9876883405951378
